fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-09-30,USD,4625800000,2784800000,132100000,132100000,None,2492500000,1841000000,159600000,177700000,1559500000,289600000,1269900000,None,None,0,131700000,51300000,3298700000,2585300000,650800000,None,267800000,267800000,100900000,64100000,542900000,267800000,0,267800000,1662300000,15700000,1327100000,None,648600000,1100000,106844301,KAR
2024-06-30,USD,4617800000,2774100000,60900000,60900000,None,2512200000,1843700000,160200000,175100000,1562100000,298100000,1264000000,None,None,0,133300000,49900000,3289600000,2576100000,600300000,None,272000000,1845600000,101000000,65500000,549800000,272000000,0,272000000,127000000,15300000,1328200000,None,631300000,1100000,108618970,KAR
2024-03-31,USD,4818400000,2958300000,105200000,105200000,None,2683700000,1860100000,163500000,188600000,1573600000,307600000,1266000000,None,None,0,123700000,50000000,3488200000,2573700000,744100000,None,120400000,1717600000,302000000,67400000,447400000,120400000,200500000,320900000,107000000,14800000,1330200000,None,631800000,1100000,108302011,KAR
2023-12-31,USD,4726300000,2841900000,93500000,93500000,1,2573800000,1884400000,169800000,187200000,1597500000,326300000,1271200000,None,None,0,109200000,49900000,3399300000,2478800000,556600000,None,154600000,154600000,308000000,70400000,364600000,154600000,202400000,364600000,1631900000,14300000,1327000000,None,624400000,1100000,108040704,KAR
2023-09-30,USD,4729300000,2940800000,110300000,110300000,41800000,2698100000,1788500000,115100000,182300000,1547800000,310000000,1237800000,None,None,0,90600000,47900000,3423700000,2508700000,646400000,None,42300000,42300000,302500000,72400000,287800000,42300000,201400000,243700000,1816700000,5900000,1305600000,None,621200000,1100000,108018458,KAR
2023-06-30,USD,4897400000,3084100000,242400000,242900000,30100000,2712000000,1813300000,118900000,188800000,1566100000,322500000,1243600000,None,None,500000,99600000,48500000,3563000000,2646200000,625700000,None,187900000,187900000,304300000,74900000,580800000,187900000,201000000,388900000,2458300000,6400000,1334400000,None,619600000,1100000,109434886,KAR
2023-03-31,USD,5147900000,3075000000,219600000,219900000,32200000,2725700000,2072900000,120400000,189500000,1825300000,359000000,1466300000,None,None,300000,97500000,44600000,3622000000,2666400000,683800000,None,225800000,225800000,343100000,77500000,656400000,225800000,206000000,431800000,1756800000,6700000,1525900000,None,824500000,1100000,109185902,KAR
2022-12-31,USD,5119800000,3022400000,225700000,226000000,52000000,2665800000,2097400000,123600000,197700000,1963200000,498700000,1464500000,None,None,300000,78900000,57300000,3601500000,2643200000,551200000,None,288700000,288700000,345800000,79700000,498700000,288700000,205300000,498700000,1749300000,6800000,1518300000,None,822900000,1100000,108914678,KAR
2022-09-30,USD,5301300000,3202900000,148700000,149700000,28900000,2953500000,2098400000,131300000,205200000,1824700000,372400000,1452300000,None,None,1000000,71800000,56500000,3766900000,2820400000,645600000,None,283600000,283600000,334000000,80700000,754100000,283600000,194700000,478300000,1840600000,8000000,1534400000,None,796900000,1100000,112816976,KAR
2022-06-30,USD,6126000000,3996500000,804400000,805700000,1,3085800000,2129500000,138500000,208100000,1850400000,383700000,1466700000,None,None,1300000,78200000,50300000,4497100000,3547900000,736100000,None,760900000,760900000,336700000,84500000,1664800000,760900000,190700000,951600000,2050900000,8600000,1628900000,None,813800000,1200000,116116986,KAR
2022-03-31,USD,7792400000,5505000000,134200000,138700000,2084900000,3168100000,2287400000,142200000,206100000,1985400000,390000000,1595400000,None,None,4500000,117800000,66600000,6276500000,4481800000,833500000,None,1034000000,1034000000,1193100000,86900000,3028800000,1034000000,939800000,2009800000,2698100000,22100000,1515900000,None,614600000,1200000,121532564,KAR
2021-12-31,USD,7450700000,3391800000,177600000,197500000,25800000,3033000000,4058900000,143500000,201600000,3229100000,650700000,1598000000,None,None,7500000,87900000,53700000,5937700000,3009300000,785300000,None,16300000,16300000,2337500000,317100000,1885400000,16300000,1849700000,1885400000,1807400000,30000000,1513000000,None,625700000,1200000,121163050,KAR
2021-09-30,USD,7170200000,3528200000,631900000,649100000,52400000,2733000000,3642000000,571100000,616000000,2673700000,466700000,2207000000,None,None,17200000,110900000,67000000,5687500000,2756700000,1070200000,None,19100000,19100000,2350400000,323000000,1899400000,19100000,1850700000,1869800000,2737600000,38000000,1482700000,None,631100000,1200000,119201287,KAR
2021-06-30,USD,7118300000,3414600000,621600000,660700000,53800000,2634100000,3703700000,579600000,620700000,2696600000,484100000,2212500000,None,None,39100000,105100000,88500000,5617000000,2683300000,1074500000,None,22700000,22700000,2363700000,332000000,1930200000,22700000,1851800000,1874500000,2660600000,42800000,1501300000,None,642500000,1200000,119181203,KAR
2021-03-31,USD,7160200000,3525500000,759000000,810000000,52500000,2618200000,3634700000,578200000,606800000,2617800000,481900000,2135900000,51000000,None,51000000,95800000,95700000,5572700000,2656000000,1118100000,None,30400000,30400000,2356900000,336300000,1931300000,30400000,1852800000,1883200000,2625600000,31700000,1587500000,None,641200000,1300000,124761100,KAR
2020-12-31,USD,6798200000,3175200000,752100000,752100000,60200000,2256200000,3623000000,589900000,596400000,2773200000,633000000,1159700000,None,None,None,106700000,40800000,5182400000,2250600000,688900000,None,24300000,24300000,2382000000,344200000,1902900000,24300000,1853800000,1902900000,1408800000,55400000,1615800000,None,600700000,1300000,129700156,KAR
2020-09-30,USD,6909900000,3674600000,1276700000,1276700000,54700000,2216900000,3235300000,585200000,578600000,2251200000,453000000,1798200000,None,None,None,126300000,44000000,5302900000,2354500000,938100000,None,26400000,26400000,2408400000,348600000,1896200000,26400000,1854800000,1881200000,2328100000,79900000,1607000000,None,627800000,1300000,129245854,KAR
2020-06-30,USD,6494000000,3251100000,968500000,968500000,50000000,2108600000,3242900000,583700000,562300000,2261100000,470200000,1790900000,None,None,None,124000000,45000000,4939500000,2009300000,983800000,None,26900000,11500000,2402000000,347300000,1872300000,26900000,1856900000,1883800000,1982400000,82000000,1554500000,None,592500000,1300000,129225465,KAR
2020-03-31,USD,5999700000,2712900000,293100000,293100000,114400000,2173900000,3286800000,594000000,544000000,2300400000,489700000,1810700000,None,None,None,131500000,33700000,4427900000,2018800000,354300000,None,27000000,65700000,2409100000,353100000,1821400000,27000000,1860100000,1887100000,1349900000,79000000,1571800000,None,624800000,1300000,129161707,KAR
2019-12-31,USD,6581200000,3244500000,507600000,507600000,53300000,2557700000,3336700000,609000000,534300000,2459600000,637900000,1821700000,None,None,None,125900000,35500000,4931000000,2517700000,704600000,None,28800000,28800000,2413300000,358300000,1916900000,28800000,1861300000,1916900000,1649800000,59200000,1650200000,None,651000000,1300000,128833452,KAR
2019-09-30,USD,6579700000,3257700000,508600000,508600000,23300000,2605800000,2718900000,603100000,517100000,2324200000,513900000,1810300000,None,None,None,120000000,28300000,4943900000,2516200000,718500000,None,27000000,27000000,2427700000,361100000,1981400000,27000000,1863000000,1890000000,2489200000,73200000,1635800000,None,655700000,1300000,128762506,KAR
2019-06-30,USD,6377800000,3048900000,233000000,233000000,23700000,2648400000,2733900000,595000000,502400000,2336500000,518900000,1817600000,None,700000,None,143800000,26900000,4625200000,2668400000,847100000,None,93500000,93500000,1956800000,365500000,1605500000,93500000,1390800000,1484300000,2574900000,70200000,1752600000,None,644900000,1300000,133445058,KAR
2019-03-31,USD,6301600000,3460200000,265600000,265600000,24300000,2937300000,4035600000,828300000,825800000,3052100000,678100000,2374000000,None,2300000,None,233000000,41000000,6821600000,2945600000,997800000,None,126300000,126300000,3876000000,919700000,2911600000,126300000,2650900000,2777200000,1360600000,112200000,1502500000,None,422900000,1300000,133261444,KAR
2018-12-31,USD,7206200000,3314200000,277100000,337100000,27600000,2766400000,3261000000,631000000,467500000,3062000000,848300000,1676900000,None,5200000,60000000,100600000,31000000,5742000000,2624800000,691300000,None,13100000,13100000,3117200000,None,2685900000,13100000,2654300000,2685900000,1603000000,71600000,1464200000,None,392300000,1300000,132887029,KAR
