fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,ticker
2024-12-31,USD,66492000000,3219000000,472000000,3219000000,None,None,1525000000,295000000,314000000,222000000,77000000,145000000,47482000000,46378000000,2747000000,-12282000000,None,55979000000,None,None,4530000000,0,0,2973000000,None,2973000000,None,2973000000,2973000000,None,None,10513000000,94000000,9686000000,683000000,270844681,CNA
2024-09-30,USD,67356000000,3024000000,456000000,3024000000,None,None,1160000000,258000000,315000000,147000000,None,147000000,48695000000,47609000000,2568000000,7870000000,None,56598000000,4594000000,None,4600000000,0,0,2972000000,None,2972000000,None,2972000000,0,-4594000000,None,10758000000,94000000,9785000000,683000000,270842416,CNA
2024-06-30,USD,65194000000,2795000000,375000000,2795000000,-13083000000,None,1346000000,259000000,308000000,146000000,948000000,146000000,46245000000,45182000000,2420000000,7884000000,None,55320000000,18322000000,None,4623000000,0,0,2971000000,None,2971000000,None,2971000000,0,13699000000,None,9874000000,95000000,9623000000,683000000,270835170,CNA
2024-03-31,USD,65075000000,3096000000,409000000,3096000000,-12618000000,None,1344000000,256000000,303000000,146000000,927000000,146000000,46674000000,45566000000,2687000000,7491000000,None,55413000000,550000000,None,4645000000,550000000,550000000,2970000000,None,2970000000,550000000,2970000000,550000000,18014000000,None,9662000000,75000000,9425000000,683000000,271279498,CNA
2023-12-31,USD,64711000000,3193000000,345000000,3193000000,-7487000000,None,1633000000,253000000,296000000,224000000,78000000,146000000,46562000000,45447000000,2848000000,7487000000,None,54818000000,550000000,None,4700000000,550000000,550000000,2481000000,None,3031000000,550000000,2481000000,3031000000,3594000000,None,9893000000,94000000,9755000000,683000000,270881457,CNA
2023-09-30,USD,61952000000,3138000000,485000000,3138000000,-16948000000,None,1679000000,257000000,287000000,145000000,880000000,145000000,43647000000,42583000000,2653000000,7194000000,None,53389000000,793000000,None,4700000000,793000000,793000000,2480000000,None,3273000000,793000000,2480000000,793000000,17389000000,None,8563000000,95000000,9503000000,683000000,270865467,CNA
2023-06-30,USD,63088000000,2965000000,358000000,2965000000,-7199000000,None,1593000000,246000000,301000000,146000000,885000000,146000000,44435000000,43355000000,2607000000,7199000000,None,54362000000,792000000,None,4700000000,792000000,792000000,2384000000,None,2384000000,792000000,2384000000,792000000,-792000000,None,8726000000,95000000,9359000000,683000000,270861737,CNA
2023-03-31,USD,62055000000,2332000000,483000000,2332000000,-53897000000,None,1534000000,232000000,289000000,145000000,852000000,145000000,44023000000,44438000000,1849000000,6180000000,None,53388000000,243000000,None,4700000000,243000000,243000000,2539000000,None,2539000000,243000000,2539000000,243000000,16925000000,50606000000,8667000000,95000000,9191000000,683000000,270852335,CNA
2022-12-31,USD,61000000000,2981000000,475000000,2981000000,-6868000000,None,1795000000,226000000,280000000,236000000,92000000,144000000,43177000000,43579000000,2506000000,6868000000,None,52452000000,243000000,None,4714000000,243000000,243000000,2538000000,None,2781000000,None,2538000000,2781000000,-792000000,49321000000,8548000000,93000000,9336000000,683000000,270895902,CNA
2022-09-30,USD,60215000000,2468000000,503000000,2468000000,-53639000000,None,1669000000,229000000,272000000,142000000,787000000,142000000,42137000000,41111000000,1965000000,5922000000,None,52121000000,4953000000,None,4706000000,None,243000000,2780000000,None,2780000000,None,2780000000,3023000000,19000000000,None,8003000000,94000000,9433000000,683000000,270887022,CNA
2022-06-30,USD,62229000000,2572000000,560000000,2572000000,None,None,1299000000,227000000,266000000,145000000,792000000,145000000,44280000000,43260000000,2012000000,-8214000000,None,52717000000,4638000000,None,4600000000,None,None,2780000000,None,2780000000,None,2780000000,2780000000,7030000000,49937000000,9005000000,76000000,9415000000,683000000,271315248,CNA
2022-03-31,USD,63792000000,2643000000,361000000,2643000000,-6498000000,None,919000000,225000000,264000000,147000000,766000000,147000000,47106000000,47504000000,2282000000,6498000000,None,52975000000,4528000000,None,4528000000,None,None,2779000000,None,2779000000,None,2779000000,2779000000,None,50196000000,9698000000,77000000,9319000000,683000000,271293966,CNA
2021-12-31,USD,66639000000,3561000000,536000000,3561000000,-17870000000,None,781000000,226000000,255000000,238000000,90000000,148000000,50328000000,50705000000,3025000000,5463000000,None,53830000000,4503000000,None,4503000000,0,0,2779000000,None,2779000000,None,2779000000,2779000000,7073000000,51051000000,12809000000,72000000,9663000000,683000000,271363999,CNA
2021-09-30,USD,66522000000,2805000000,625000000,2805000000,None,None,517000000,234000000,257000000,148000000,721000000,148000000,50236000000,49123000000,2180000000,7130000000,None,53858000000,4443000000,None,4443000000,None,None,2778000000,None,2778000000,None,2778000000,2778000000,5888000000,51080000000,12664000000,73000000,9500000000,683000000,271356177,CNA
2021-06-30,USD,66207000000,2960000000,462000000,2960000000,None,None,503000000,234000000,252000000,148000000,721000000,148000000,50265000000,49189000000,2498000000,6557000000,None,53539000000,4309000000,None,4309000000,None,None,2777000000,None,2777000000,None,2777000000,2777000000,4309000000,50762000000,12668000000,73000000,9348000000,683000000,271349927,CNA
2021-03-31,USD,63713000000,2906000000,588000000,2906000000,None,None,589000000,244000000,243000000,148000000,148000000,148000000,48671000000,49070000000,2318000000,6085000000,None,51624000000,4119000000,None,4119000000,None,None,2777000000,None,2777000000,None,2777000000,2777000000,197000000,48847000000,12089000000,59000000,9084000000,683000000,271644861,CNA
