fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,921200000,413500000,-507700000,210100000,630300000,64600000,None,400900000,None,-91500000,None,91500000,150400000,1400000,109400000,-297700000,84600000,8100000,-249200000,76500000,17500000,630300000,332600000,76500000,GATX
2024-09-30,USD,149900000,405400000,255500000,95900000,-128700000,57200000,None,278600000,None,-88900000,None,88900000,48400000,-900000,108000000,103400000,111900000,22900000,88900000,89000000,123200000,-128700000,-25300000,89000000,GATX
2024-06-30,USD,230600000,386700000,156100000,204100000,-45900000,58600000,None,276500000,None,-82800000,None,82800000,25500000,-10800000,103000000,98500000,54800000,10400000,82800000,44400000,37000000,137600000,236100000,44400000,GATX
2024-03-31,USD,226800000,379900000,153100000,196400000,-39100000,55900000,None,265900000,None,-77800000,None,77800000,36100000,800000,100500000,96000000,92900000,18600000,77800000,74300000,64500000,170700000,266700000,74300000,GATX
2023-12-31,USD,462100000,368700000,-93400000,199000000,191200000,59300000,None,270900000,None,-72600000,None,72600000,152000000,-2300000,101700000,98200000,72400000,6400000,72600000,66000000,118300000,145000000,243200000,66000000,GATX
2023-09-30,USD,125000000,360100000,235100000,87900000,-132100000,51000000,None,257100000,None,-68100000,None,68100000,16600000,1800000,100000000,96200000,67000000,14500000,68100000,52500000,10700000,135100000,231300000,52500000,GATX
2023-06-30,USD,116800000,343200000,226400000,82300000,-132000000,52000000,None,248800000,None,-63700000,None,63700000,40900000,-4900000,95900000,92100000,80900000,17600000,63700000,63300000,87300000,144600000,236700000,63300000,GATX
2023-03-31,USD,113600000,338900000,225300000,83900000,-132500000,50400000,None,246100000,None,-59000000,None,59000000,48100000,-4000000,93500000,89800000,97600000,20200000,59000000,77400000,86900000,156600000,246400000,77400000,GATX
2022-12-31,USD,394200000,322700000,-71500000,172100000,161100000,52300000,None,233100000,None,-57300000,None,57300000,129700000,-11200000,93100000,89300000,64400000,16000000,57300000,48400000,103400000,121700000,211000000,48400000,GATX
2022-09-30,USD,98000000,321000000,223000000,75900000,-135500000,47600000,None,233500000,None,-53600000,None,53600000,13700000,-2500000,92100000,88700000,42800000,13700000,53600000,29100000,-20200000,96400000,185100000,29100000,GATX
2022-06-30,USD,72500000,312700000,240200000,70800000,-158400000,47900000,None,230900000,None,-51900000,None,51900000,6500000,-11300000,93300000,90000000,5300000,2700000,51900000,2600000,-30200000,57200000,147200000,2600000,GATX
2022-03-31,USD,105300000,316600000,211300000,74600000,-130000000,47200000,None,235300000,None,-51200000,None,51200000,70800000,-2000000,92800000,89500000,98200000,22400000,51200000,75800000,51900000,149400000,238900000,75800000,GATX
2021-12-31,USD,391300000,321000000,-70300000,178000000,143100000,57500000,None,248200000,None,-50600000,None,50600000,104400000,6000000,96500000,93400000,77800000,16800000,50600000,61000000,71400000,128400000,221800000,61000000,GATX
2021-09-30,USD,100900000,313500000,212600000,74200000,-132700000,45900000,None,233600000,None,-49800000,None,49800000,21100000,-300000,94600000,91100000,54500000,14400000,49800000,40100000,22100000,104300000,195400000,40100000,GATX
2021-06-30,USD,101200000,317100000,215900000,76600000,-141800000,47800000,None,243000000,None,-50000000,None,50000000,33700000,-8100000,95300000,91500000,19100000,13600000,50000000,5500000,23500000,69100000,160600000,5500000,GATX
2021-03-31,USD,95800000,305800000,210000000,74300000,-139900000,47100000,None,235700000,None,-53600000,None,53600000,21800000,-1300000,92000000,88600000,44900000,8400000,53600000,36500000,3000000,98500000,187100000,36500000,GATX
2020-12-31,USD,304900000,304900000,203600000,70700000,304900000,46200000,None,231300000,None,-48800000,None,48800000,27600000,-800000,88200000,85700000,25500000,7700000,48800000,17800000,40500000,74300000,160000000,17800000,GATX
2020-09-30,USD,102300000,304400000,202100000,76700000,-124000000,42000000,None,226300000,None,-48600000,None,48600000,8300000,-1200000,86600000,83400000,59700000,11800000,48600000,48200000,70200000,108300000,191700000,47900000,GATX
2020-06-30,USD,93200000,300500000,207300000,82300000,-139000000,43400000,None,232200000,None,-47400000,47400000,47400000,5400000,-3000000,84800000,81600000,44000000,4700000,47400000,37000000,58500000,91400000,173000000,39300000,GATX
2020-03-31,USD,99500000,299400000,209400000,86600000,-142100000,40400000,None,232500000,None,-46800000,-1300000,45500000,26800000,-8000000,83200000,80400000,59400000,13100000,46800000,47200000,8200000,104900000,185300000,46300000,GATX
2019-12-31,USD,356700000,300500000,232400000,87600000,356700000,50800000,None,239000000,None,-40600000,4600000,45200000,81500000,-2000000,84300000,84700000,66400000,9800000,46700000,42100000,82000000,111600000,196300000,56600000,GATX
2019-09-30,USD,148100000,298800000,212600000,84400000,-125400000,42600000,None,223600000,None,-46300000,-1600000,44700000,4500000,-1700000,82700000,83800000,54600000,9500000,46300000,37200000,11900000,99300000,183100000,45100000,GATX
